"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"2436","Galeorhinus galeus","Pacific, Southwest",25,60,150,120,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2437","Galeorhinus galeus","Pacific, Southeast",5,60,120,66,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2438","Echiichthys vipera","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",NA,NA,NA,NA,NA
"2439","Echiichthys vipera","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",NA,NA,NA,NA,NA
"2440","Echiichthys vipera","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",NA,NA,NA,NA,NA
"2441","Anguilla anguilla","Africa-Inland Waters",38,39,25,78,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2442","Anguilla anguilla","Asia - Inland waters",54,10,25,155,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2443","Anguilla anguilla","Europe - Inland waters",81,35,31,33,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2444","Anguilla anguilla","Atlantic, Northeast",90,36,42,69,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2445","Anguilla anguilla","Atlantic, Northeast",90,36,42,69,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2446","Anguilla anguilla","Atlantic, Western Central",35,5,98,40,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2447","Anguilla anguilla","Atlantic, Eastern Central",36,6,40,13,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2448","Anguilla anguilla","Mediterranean and Black Sea",49,30,7,42,88,"demersal",NA,NA,"catadromous","external","once in a lifetime",3.67,NA,NA,NA,NA
"2449","Balistes capriscus","Atlantic, Northwest",79,35,95,42,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2450","Balistes capriscus","Atlantic, Northeast",90,36,42,69,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2451","Balistes capriscus","Atlantic, Western Central",35,5,98,40,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2452","Balistes capriscus","Atlantic, Eastern Central",36,6,40,13,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2453","Balistes capriscus","Mediterranean and Black Sea",49,30,7,42,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2454","Balistes capriscus","Atlantic, Southwest",5,60,66,20,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2455","Balistes capriscus","Atlantic, Southeast",6,50,20,30,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2456","Balistes capriscus","Pacific, Southeast",5,60,120,66,NA,"reef-associated",0,55,NA,"external","one clear seasonal peak per year",3.45,NA,NA,NA,NA
"2457","Micromesistius poutassou","Atlantic, Northwest",79,35,95,42,20,"bathypelagic",300,400,"oceanodromous","external",NA,3.70000004768372,NA,NA,2.35,"Northeast Atlantic (I-IX, XII, XIV)"
"2458","Micromesistius poutassou","Atlantic, Northeast",90,36,42,69,20,"bathypelagic",300,400,"oceanodromous","external",NA,3.70000004768372,NA,NA,2.35,"Northeast Atlantic (I-IX, XII, XIV)"
"2459","Micromesistius poutassou","Atlantic, Northeast",90,36,42,69,20,"bathypelagic",300,400,"oceanodromous","external",NA,3.70000004768372,NA,NA,2.35,"Northeast Atlantic (I-IX, XII, XIV)"
"2460","Micromesistius poutassou","Atlantic, Eastern Central",36,6,40,13,20,"bathypelagic",300,400,"oceanodromous","external",NA,3.70000004768372,NA,NA,2.35,"Northeast Atlantic (I-IX, XII, XIV)"
"2461","Micromesistius poutassou","Mediterranean and Black Sea",49,30,7,42,20,"bathypelagic",300,400,"oceanodromous","external",NA,3.70000004768372,NA,NA,2.35,"Northeast Atlantic (I-IX, XII, XIV)"
"2462","Microstomus kitt","Atlantic, Northwest",79,35,95,42,23,"demersal",10,150,"oceanodromous","external","one clear seasonal peak per year",3.21,NA,"West Central North Sea",4,"North Sea"
"2463","Microstomus kitt","Atlantic, Northwest",79,35,95,42,23,"demersal",10,150,"oceanodromous","external","one clear seasonal peak per year",3.21,NA,"Northeast Atlantic",4,"North Sea"
"2464","Microstomus kitt","Atlantic, Northeast",90,36,42,69,23,"demersal",10,150,"oceanodromous","external","one clear seasonal peak per year",3.21,NA,"West Central North Sea",4,"North Sea"
"2465","Microstomus kitt","Atlantic, Northeast",90,36,42,69,23,"demersal",10,150,"oceanodromous","external","one clear seasonal peak per year",3.21,NA,"Northeast Atlantic",4,"North Sea"
"2466","Dasyatis pastinaca","Africa-Inland Waters",38,39,25,78,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2467","Dasyatis pastinaca","Atlantic, Northeast",90,36,42,69,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2468","Dasyatis pastinaca","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2469","Dasyatis pastinaca","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2470","Dasyatis pastinaca","Atlantic, Southwest",5,60,66,20,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2471","Dasyatis pastinaca","Atlantic, Southeast",6,50,20,30,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2472","Dasyatis pastinaca","Indian Ocean, Western",30,45,30,80,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2473","Dasyatis pastinaca","Pacific, Western Central",20,25,98,175,NA,"demersal",20,35,NA,"internal (oviduct)",NA,4.05,NA,NA,NA,NA
"2474","Trachinus draco","Atlantic, Northeast",90,36,42,69,NA,"demersal",1,30,NA,"external","one clear seasonal peak per year",4.18,NA,NA,NA,NA
"2475","Trachinus draco","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",1,30,NA,"external","one clear seasonal peak per year",4.18,NA,NA,NA,NA
"2476","Trachinus draco","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",1,30,NA,"external","one clear seasonal peak per year",4.18,NA,NA,NA,NA
"2477","Pegusa lascaris","Atlantic, Northeast",90,36,42,69,15,"demersal",20,50,NA,"external",NA,3.55,NA,"Channel (western part)",NA,NA
"2478","Pegusa lascaris","Atlantic, Eastern Central",36,6,40,13,15,"demersal",20,50,NA,"external",NA,3.55,NA,"Channel (western part)",NA,NA
"2479","Pegusa lascaris","Mediterranean and Black Sea",49,30,7,42,15,"demersal",20,50,NA,"external",NA,3.55,NA,"Channel (western part)",NA,NA
"2480","Pegusa lascaris","Atlantic, Southwest",5,60,66,20,15,"demersal",20,50,NA,"external",NA,3.55,NA,"Channel (western part)",NA,NA
"2481","Pegusa lascaris","Atlantic, Southeast",6,50,20,30,15,"demersal",20,50,NA,"external",NA,3.55,NA,"Channel (western part)",NA,NA
"2482","Conger conger","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,"oceanodromous","external","once in a lifetime",4.26,NA,NA,NA,NA
"2483","Conger conger","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,"oceanodromous","external","once in a lifetime",4.26,NA,NA,NA,NA
"2484","Conger conger","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,"oceanodromous","external","once in a lifetime",4.26,NA,NA,NA,NA
"2485","Conger conger","Atlantic, Southeast",6,50,20,30,NA,"demersal",NA,NA,"oceanodromous","external","once in a lifetime",4.26,NA,NA,NA,NA
"2486","Conger conger","Pacific, Western Central",20,25,98,175,NA,"demersal",NA,NA,"oceanodromous","external","once in a lifetime",4.26,NA,NA,NA,NA
"2487","Microchirus variegatus","Atlantic, Northeast",90,36,42,69,14,"demersal",NA,NA,NA,"external",NA,3.28,NA,"English Channel",NA,NA
"2488","Microchirus variegatus","Atlantic, Northeast",90,36,42,69,14,"demersal",NA,NA,NA,"external",NA,3.28,NA,"Channel",NA,NA
"2489","Microchirus variegatus","Atlantic, Eastern Central",36,6,40,13,14,"demersal",NA,NA,NA,"external",NA,3.28,NA,"English Channel",NA,NA
"2490","Microchirus variegatus","Atlantic, Eastern Central",36,6,40,13,14,"demersal",NA,NA,NA,"external",NA,3.28,NA,"Channel",NA,NA
"2491","Microchirus variegatus","Mediterranean and Black Sea",49,30,7,42,14,"demersal",NA,NA,NA,"external",NA,3.28,NA,"English Channel",NA,NA
"2492","Microchirus variegatus","Mediterranean and Black Sea",49,30,7,42,14,"demersal",NA,NA,NA,"external",NA,3.28,NA,"Channel",NA,NA
"2493","Alosa fallax","Africa-Inland Waters",38,39,25,78,25,"pelagic-neritic",NA,NA,"anadromous","external","one clear seasonal peak per year",3.58999991416931,NA,NA,NA,NA
"2494","Alosa fallax","Asia - Inland waters",54,10,25,155,25,"pelagic-neritic",NA,NA,"anadromous","external","one clear seasonal peak per year",3.58999991416931,NA,NA,NA,NA
"2495","Alosa fallax","Europe - Inland waters",81,35,31,33,25,"pelagic-neritic",NA,NA,"anadromous","external","one clear seasonal peak per year",3.58999991416931,NA,NA,NA,NA
"2496","Alosa fallax","Atlantic, Northeast",90,36,42,69,25,"pelagic-neritic",NA,NA,"anadromous","external","one clear seasonal peak per year",3.58999991416931,NA,NA,NA,NA
"2497","Alosa fallax","Atlantic, Eastern Central",36,6,40,13,25,"pelagic-neritic",NA,NA,"anadromous","external","one clear seasonal peak per year",3.58999991416931,NA,NA,NA,NA
"2498","Alosa fallax","Mediterranean and Black Sea",49,30,7,42,25,"pelagic-neritic",NA,NA,"anadromous","external","one clear seasonal peak per year",3.58999991416931,NA,NA,NA,NA
"2499","Ciliata mustela","Atlantic, Northeast",90,36,42,69,3,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.91000008583069,NA,NA,NA,NA
"2500","Labrus bergylta","Atlantic, Northeast",90,36,42,69,29,"reef-associated",2,30,NA,"external",NA,3.32,NA,"English Channel",2,"Eastern Atlantic"
"2501","Labrus bergylta","Atlantic, Eastern Central",36,6,40,13,29,"reef-associated",2,30,NA,"external",NA,3.32,NA,"English Channel",2,"Eastern Atlantic"
"2502","Labrus bergylta","Mediterranean and Black Sea",49,30,7,42,29,"reef-associated",2,30,NA,"external",NA,3.32,NA,"English Channel",2,"Eastern Atlantic"
"2503","Pagellus erythrinus","Atlantic, Northeast",90,36,42,69,NA,"benthopelagic",20,100,NA,"external","two seasonal peaks per year",3.46,NA,NA,NA,NA
"2504","Pagellus erythrinus","Atlantic, Eastern Central",36,6,40,13,NA,"benthopelagic",20,100,NA,"external","two seasonal peaks per year",3.46,NA,NA,NA,NA
"2505","Pagellus erythrinus","Mediterranean and Black Sea",49,30,7,42,NA,"benthopelagic",20,100,NA,"external","two seasonal peaks per year",3.46,NA,NA,NA,NA
"2506","Sparus aurata","Atlantic, Northeast",90,36,42,69,11,"demersal",1,30,NA,"external",NA,3.39,NA,NA,NA,NA
"2507","Sparus aurata","Atlantic, Eastern Central",36,6,40,13,11,"demersal",1,30,NA,"external",NA,3.39,NA,NA,NA,NA
"2508","Sparus aurata","Mediterranean and Black Sea",49,30,7,42,11,"demersal",1,30,NA,"external",NA,3.39,NA,NA,NA,NA
"2509","Zeugopterus punctatus","Atlantic, Northwest",79,35,95,42,NA,"demersal",1,40,NA,NA,NA,3.99,NA,NA,NA,NA
"2510","Zeugopterus punctatus","Atlantic, Northeast",90,36,42,69,NA,"demersal",1,40,NA,NA,NA,3.99,NA,NA,NA,NA
"2511","Zeugopterus punctatus","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",1,40,NA,NA,NA,3.99,NA,NA,NA,NA
"2512","Osmerus eperlanus","America, North - Inland waters",84,5,143,56,10,"pelagic-neritic",NA,50,"anadromous","external","one clear seasonal peak per year",3.46000003814697,NA,NA,NA,NA
"2513","Osmerus eperlanus","Europe - Inland waters",81,35,31,33,10,"pelagic-neritic",NA,50,"anadromous","external","one clear seasonal peak per year",3.46000003814697,NA,NA,NA,NA
"2514","Osmerus eperlanus","Atlantic, Northwest",79,35,95,42,10,"pelagic-neritic",NA,50,"anadromous","external","one clear seasonal peak per year",3.46000003814697,NA,NA,NA,NA
"2515","Osmerus eperlanus","Atlantic, Northeast",90,36,42,69,10,"pelagic-neritic",NA,50,"anadromous","external","one clear seasonal peak per year",3.46000003814697,NA,NA,NA,NA
"2516","Osmerus eperlanus","Pacific, Northeast",67,40,175,124,10,"pelagic-neritic",NA,50,"anadromous","external","one clear seasonal peak per year",3.46000003814697,NA,NA,NA,NA
"2517","Leucoraja circularis","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.5,NA,NA,NA,NA
"2518","Leucoraja circularis","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.5,NA,NA,NA,NA
"2519","Leucoraja circularis","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.5,NA,NA,NA,NA
"2520","Arnoglossus laterna","Atlantic, Northeast",90,36,42,69,7.5,"demersal",10,100,NA,"external",NA,3.49000000953674,NA,"North Sea and Mediterranean Sea",NA,NA
"2521","Arnoglossus laterna","Atlantic, Eastern Central",36,6,40,13,7.5,"demersal",10,100,NA,"external",NA,3.49000000953674,NA,"North Sea and Mediterranean Sea",NA,NA
"2522","Arnoglossus laterna","Mediterranean and Black Sea",49,30,7,42,7.5,"demersal",10,100,NA,"external",NA,3.49000000953674,NA,"North Sea and Mediterranean Sea",NA,NA
"2523","Arnoglossus laterna","Atlantic, Southeast",6,50,20,30,7.5,"demersal",10,100,NA,"external",NA,3.49000000953674,NA,"North Sea and Mediterranean Sea",NA,NA
"2524","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2525","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2526","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2527","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2528","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2529","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2530","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2531","Salmo trutta","Africa-Inland Waters",38,39,25,78,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2532","Salmo trutta","America, North - Inland waters",84,5,143,56,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2533","Salmo trutta","America, North - Inland waters",84,5,143,56,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2534","Salmo trutta","America, North - Inland waters",84,5,143,56,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2535","Salmo trutta","America, North - Inland waters",84,5,143,56,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2536","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2537","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2538","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2539","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2540","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2541","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2542","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2543","Salmo trutta","America, South - Inland waters",13,53,110,29,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2544","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2545","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2546","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2547","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2548","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2549","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2550","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2551","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2552","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2553","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2554","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
"2555","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.2,NA,NA,NA,NA
"2556","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.79999995231628,NA,NA,NA,NA
"2557","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.63000011444092,NA,NA,NA,NA
"2558","Salmo trutta","Asia - Inland waters",54,10,25,155,38,"pelagic-neritic",1,2,"anadromous","external","one clear seasonal peak per year",3.5,NA,NA,NA,NA
